종목코드,종목명,시장구분
036010,아비코전자,KOSDAQ
050860,아세아텍,KOSDAQ
136410,아셈스,KOSDAQ
246720,아스타,KOSDAQ
450950,아스테라시스,KOSDAQ
067390,아스트,KOSDAQ
159010,아스플로,KOSDAQ
127710,아시아경제,KOSDAQ
154030,아시아종묘,KOSDAQ
227610,아우딘퓨쳐스,KOSDAQ
331740,아우토크립트,KOSDAQ
143160,아이디스,KOSDAQ
054800,아이디스홀딩스,KOSDAQ
332370,아이디피,KOSDAQ
066430,아이로보틱스,KOSDAQ
339950,아이비김영,KOSDAQ
469750,아이비젼웍스,KOSDAQ
460470,아이빔테크놀로지,KOSDAQ
099190,아이센스,KOSDAQ
461300,아이스크림미디어,KOSDAQ
289010,아이스크림에듀,KOSDAQ
214430,아이쓰리시스템,KOSDAQ
040910,아이씨디,KOSDAQ
368600,아이씨에이치,KOSDAQ
456010,아이씨티케이,KOSDAQ
052860,아이앤씨,KOSDAQ
464500,아이언디바이스,KOSDAQ
212710,아이에스티이,KOSDAQ
038880,아이에이,KOSDAQ
307180,아이엘,KOSDAQ
101390,아이엠,KOSDAQ
461030,아이엠비디엑스,KOSDAQ
451220,아이엠티,KOSDAQ
090150,아이윈,KOSDAQ
123010,아이윈플러스,KOSDAQ
031310,아이즈비전,KOSDAQ
462980,아이지넷,KOSDAQ
185490,아이진,KOSDAQ
059100,아이컴포넌트,KOSDAQ
262840,아이퀘스트,KOSDAQ
175250,아이큐어,KOSDAQ
052460,아이크래프트,KOSDAQ
119830,아이텍,KOSDAQ
052770,아이톡시,KOSDAQ
124500,아이티센글로벌,KOSDAQ
010280,아이티센엔텍,KOSDAQ
232830,아이티센피엔에스,KOSDAQ
372800,아이티아이즈,KOSDAQ
084850,아이티엠반도체,KOSDAQ
114840,아이패밀리에스씨,KOSDAQ
027360,아주IB투자,KOSDAQ
032080,아즈텍WB,KOSDAQ
013310,아진산업,KOSDAQ
059120,아진엑스텍,KOSDAQ
203690,아크솔루션스,KOSDAQ
158430,아톤,KOSDAQ
200350,아티스트스튜디오,KOSDAQ
321820,아티스트컴퍼니,KOSDAQ
001540,안국약품,KOSDAQ
053800,안랩,KOSDAQ
065660,안트로젠,KOSDAQ
297570,알로이스,KOSDAQ
260660,알리코제약,KOSDAQ
354320,알멕,KOSDAQ
361570,알비더블유,KOSDAQ
131370,알서포트,KOSDAQ
140670,알에스오토메이션,KOSDAQ
096610,알에프세미,KOSDAQ
061040,알에프텍,KOSDAQ
148250,알엔투테크놀로지,KOSDAQ
347860,알체라,KOSDAQ
196170,알테오젠,KOSDAQ
123750,알톤,KOSDAQ
085810,알티캐스트,KOSDAQ
043100,알파녹스,KOSDAQ
117670,알파칩스,KOSDAQ
314140,알피바이오,KOSDAQ
291650,압타머사이언스,KOSDAQ
293780,압타바이오,KOSDAQ
310200,애니플러스,KOSDAQ
179530,애드바이오텍,KOSDAQ
900100,애머릿지,KOSDAQ
052790,액토즈소프트,KOSDAQ
290740,액트로,KOSDAQ
238090,앤디포스,KOSDAQ
092600,앤씨앤,KOSDAQ
129890,앱코,KOSDAQ
174900,앱클론,KOSDAQ
270520,앱트뉴로사이언스,KOSDAQ
255440,야스,KOSDAQ
030960,양지사,KOSDAQ
102120,어보브반도체,KOSDAQ
238120,얼라인드,KOSDAQ
019990,에너토크,KOSDAQ
435570,에르코스,KOSDAQ
270660,에브리봇,KOSDAQ
038680,에스넷,KOSDAQ
217480,에스디생명공학,KOSDAQ
121890,에스디시스템,KOSDAQ
304360,에스바이오메딕스,KOSDAQ
389500,에스비비테크,KOSDAQ
042110,에스씨디,KOSDAQ
298060,에스씨엠생명과학,KOSDAQ
065420,에스아이리소스,KOSDAQ
103230,에스앤더블류,KOSDAQ
260970,에스앤디,KOSDAQ
101490,에스앤에스텍,KOSDAQ
095910,에스에너지,KOSDAQ
275630,에스에스알,KOSDAQ
031330,에스에이엠티,KOSDAQ
060540,에스에이티,KOSDAQ
056190,에스에프에이,KOSDAQ
246250,에스엘에스바이오,KOSDAQ
041510,에스엠,KOSDAQ
460870,에스엠씨지,KOSDAQ
007820,에스엠코어,KOSDAQ
464080,에스오에스랩,KOSDAQ
109610,에스와이,KOSDAQ
365330,에스와이스틸텍,KOSDAQ
019590,에스유앤피,KOSDAQ
306040,에스제이그룹,KOSDAQ
398120,에스지헬스케어,KOSDAQ
457940,에스케이증권제10호스팩,KOSDAQ
472230,에스케이증권제11호스팩,KOSDAQ
473000,에스케이증권제12호스팩,KOSDAQ
473950,에스케이증권제13호스팩,KOSDAQ
455910,에스케이증권제9호스팩,KOSDAQ
475660,에스켐,KOSDAQ
096630,에스코넥,KOSDAQ
069510,에스텍,KOSDAQ
234300,에스트래픽,KOSDAQ
039440,에스티아이,KOSDAQ
098660,에스티오,KOSDAQ
052020,에스티큐브,KOSDAQ
237690,에스티팜,KOSDAQ
050760,에스폴리텍,KOSDAQ
288620,에스퓨얼셀,KOSDAQ
443670,에스피소프트,KOSDAQ
317830,에스피시스템스,KOSDAQ
058610,에스피지,KOSDAQ
043340,에쎈테크,KOSDAQ
163280,에어레인,KOSDAQ
054630,에이디칩스,KOSDAQ
200710,에이디테크놀로지,KOSDAQ
475580,에이럭스,KOSDAQ
096690,에이루트,KOSDAQ
298380,에이비엘바이오,KOSDAQ
203400,에이비온,KOSDAQ
195990,에이비프로바이오,KOSDAQ
003800,에이스침대,KOSDAQ
088800,에이스테크,KOSDAQ
241840,에이스토리,KOSDAQ
364950,에이아이코리아,KOSDAQ
453860,에이에스텍,KOSDAQ
312610,에이에프더블류,KOSDAQ
172670,에이엘티,KOSDAQ
481070,에이유브랜즈,KOSDAQ
445090,에이직랜드,KOSDAQ
295310,에이치브이엠,KOSDAQ
072990,에이치시티,KOSDAQ
225530,에이치씨보광산업,KOSDAQ
060560,에이치씨홈센타,KOSDAQ
044990,에이치엔에스하이텍,KOSDAQ
239610,에이치엘사이언스,KOSDAQ
036170,에이치엠넥스,KOSDAQ
462020,에이치엠씨제6호스팩,KOSDAQ
477340,에이치엠씨제7호스팩,KOSDAQ
148930,에이치와이티씨,KOSDAQ
376270,에이치이엠파마,KOSDAQ
044780,에이치케이,KOSDAQ
357230,에이치피오,KOSDAQ
355690,에이텀,KOSDAQ
071670,에이테크솔루션,KOSDAQ
045660,에이텍,KOSDAQ
224110,에이텍모빌리티,KOSDAQ
021080,에이티넘인베스트,KOSDAQ
200470,에이팩트,KOSDAQ
262260,에이프로,KOSDAQ
397030,에이프릴바이오,KOSDAQ
230240,에치에프알,KOSDAQ
159910,에코글로우,KOSDAQ
230360,에코마케팅,KOSDAQ
038870,에코바이오,KOSDAQ
097780,에코볼트,KOSDAQ
448280,에코아이,KOSDAQ
101360,에코앤드림,KOSDAQ
128540,에코캡,KOSDAQ
086520,에코프로,KOSDAQ
247540,에코프로비엠,KOSDAQ
383310,에코프로에이치엔,KOSDAQ
038110,에코플라스틱,KOSDAQ
073540,에프알텍,KOSDAQ
064850,에프앤가이드,KOSDAQ
036810,에프에스티,KOSDAQ
173940,에프엔씨엔터,KOSDAQ
083500,에프엔에스테크,KOSDAQ
054940,엑사이엔씨,KOSDAQ
950130,엑세스바이오,KOSDAQ
373110,엑셀세라퓨틱스,KOSDAQ
205100,엑셈,KOSDAQ
356680,엑스게이트,KOSDAQ
070300,엑스큐어,KOSDAQ
317770,엑스페릭스,KOSDAQ
373200,엑스플러스,KOSDAQ
069920,엑시온그룹,KOSDAQ
092870,엑시콘,KOSDAQ
317870,엔바이오니아,KOSDAQ
067570,엔브이에이치코리아,KOSDAQ
236810,엔비티,KOSDAQ
333620,엔시스,KOSDAQ
101400,엔시트론,KOSDAQ
078860,엔에스이엔엠,KOSDAQ
440820,엔에이치스팩27호,KOSDAQ
451700,엔에이치스팩29호,KOSDAQ
466910,엔에이치스팩30호,KOSDAQ
481890,엔에이치스팩31호,KOSDAQ
265740,엔에프씨,KOSDAQ
354200,엔젠바이오,KOSDAQ
455900,엔젤로보틱스,KOSDAQ
419080,엔젯,KOSDAQ
208860,엔지스테크널러지,KOSDAQ
183490,엔지켐생명과학,KOSDAQ
182400,엔케이맥스,KOSDAQ
348370,엔켐,KOSDAQ
069410,엔텔스,KOSDAQ
227950,엔투텍,KOSDAQ
291230,엔피,KOSDAQ
048830,엔피케이,KOSDAQ
096870,엘디티,KOSDAQ
290650,엘앤씨바이오,KOSDAQ
156100,엘앤케이바이오,KOSDAQ
073110,엘엠에스,KOSDAQ
083310,엘오티베큠,KOSDAQ
037950,엘컴텍,KOSDAQ
489500,엘케이켐,KOSDAQ
170920,엘티씨,KOSDAQ
058630,엠게임,KOSDAQ
226590,엠디바이스,KOSDAQ
058970,엠로,KOSDAQ
169330,엠브레인,KOSDAQ
373170,엠아이큐브솔루션,KOSDAQ
179290,엠아이텍,KOSDAQ
009780,엠에스씨,KOSDAQ
123040,엠에스오토텍,KOSDAQ
432980,엠에프씨,KOSDAQ
413390,엠오티,KOSDAQ
032790,엠젠솔루션,KOSDAQ
033160,엠케이전자,KOSDAQ
347890,엠투아이,KOSDAQ
033310,엠투엔,KOSDAQ
259630,엠플러스,KOSDAQ
105550,엣지파운드리,KOSDAQ
060850,영림원소프트랩,KOSDAQ
143540,영우디에스피,KOSDAQ
265560,영화테크,KOSDAQ
036000,예림당,KOSDAQ
250930,예선테크,KOSDAQ
053280,예스24,KOSDAQ
122640,예스티,KOSDAQ
476040,오가노이드사이언스,KOSDAQ
900300,오가닉티코스메틱,KOSDAQ
045060,오공,KOSDAQ
192410,오늘이엔엠,KOSDAQ
080520,오디텍,KOSDAQ
039830,오로라,KOSDAQ
322310,오로스테크놀로지,KOSDAQ
046120,오르비텍,KOSDAQ
475830,오름테라퓨틱,KOSDAQ
014940,오리엔탈정공,KOSDAQ
065500,오리엔트정공,KOSDAQ
010470,오리콤,KOSDAQ
417860,오브젠,KOSDAQ
352910,오비고,KOSDAQ
053980,오상자이엘,KOSDAQ
036220,오상헬스케어,KOSDAQ
052420,오성첨단소재,KOSDAQ
052300,오션인더블유,KOSDAQ
039200,오스코텍,KOSDAQ
226400,오스테오닉,KOSDAQ
031510,오스템,KOSDAQ
368970,오에스피,KOSDAQ
138080,오이솔루션,KOSDAQ
080580,오킨스전자,KOSDAQ
067170,오텍,KOSDAQ
353590,오토앤,KOSDAQ
173130,오파스넷,KOSDAQ
440320,오픈놀,KOSDAQ
049480,오픈베이스,KOSDAQ
394280,오픈엣지테크놀로지,KOSDAQ
309930,오하임앤컴퍼니,KOSDAQ
476060,온코닉테라퓨틱스,KOSDAQ
382150,온코크로스,KOSDAQ
244460,올리패스,KOSDAQ
226950,올릭스,KOSDAQ
057540,옴니시스템,KOSDAQ
131030,옵투스제약,KOSDAQ
082210,옵트론텍,KOSDAQ
109080,옵티시스,KOSDAQ
380540,옵티코어,KOSDAQ
153710,옵티팜,KOSDAQ
432430,와이랩,KOSDAQ
338840,와이바이오로직스,KOSDAQ
122990,와이솔,KOSDAQ
232140,와이씨,KOSDAQ
112290,와이씨켐,KOSDAQ
065530,와이어블,KOSDAQ
067900,와이엔텍,KOSDAQ
007530,와이엠,KOSDAQ
155650,와이엠씨,KOSDAQ
273640,와이엠텍,KOSDAQ
251370,와이엠티,KOSDAQ
209640,와이제이링크,KOSDAQ
096250,와이즈넛,KOSDAQ
273060,와이즈버즈,KOSDAQ
019210,와이지-원,KOSDAQ
122870,와이지엔터테인먼트,KOSDAQ
079000,와토스코리아,KOSDAQ
403490,우듬지팜,KOSDAQ
032820,우리기술,KOSDAQ
041190,우리기술투자,KOSDAQ
115440,우리넷,KOSDAQ
046970,우리로,KOSDAQ
082850,우리바이오,KOSDAQ
215360,우리산업,KOSDAQ
072470,우리산업홀딩스,KOSDAQ
073560,우리손에프앤지,KOSDAQ
037400,우리엔터프라이즈,KOSDAQ
153490,우리이앤엘,KOSDAQ
101170,우림피티에스,KOSDAQ
066590,우수AMS,KOSDAQ
103840,우양,KOSDAQ
101970,우양에이치씨,KOSDAQ
046940,우원개발,KOSDAQ
215380,우정바이오,KOSDAQ
065680,우주일렉트로,KOSDAQ
018620,우진비앤지,KOSDAQ
457550,우진엔텍,KOSDAQ
396470,워트,KOSDAQ
307280,원바이오젠,KOSDAQ
032940,원익,KOSDAQ
240810,원익IPS,KOSDAQ
074600,원익QnC,KOSDAQ
104830,원익머트리얼즈,KOSDAQ
014190,원익큐브,KOSDAQ
217820,원익피앤이,KOSDAQ
030530,원익홀딩스,KOSDAQ
012620,원일특강,KOSDAQ
136150,원일티엔아이,KOSDAQ
382840,원준,KOSDAQ
336570,원텍,KOSDAQ
376980,원티드랩,KOSDAQ
008370,원풍,KOSDAQ
008290,원풍물산,KOSDAQ
101160,월덱스,KOSDAQ
336060,웨이버스,KOSDAQ
095270,웨이브일렉트로,KOSDAQ
289930,웨이비스,KOSDAQ
065950,웰크론,KOSDAQ
076080,웰크론한텍,KOSDAQ
043590,웰킵스하이텍,KOSDAQ
196700,웹스,KOSDAQ
069080,웹젠,KOSDAQ
053580,웹케시,KOSDAQ
479960,위너스,KOSDAQ
377460,위니아에이드,KOSDAQ
044340,위닉스,KOSDAQ
330350,위더스제약,KOSDAQ
348350,위드텍,KOSDAQ
112040,위메이드,KOSDAQ
101730,위메이드맥스,KOSDAQ
123420,위메이드플레이,KOSDAQ
065370,위세아이텍,KOSDAQ
038620,위즈코프,KOSDAQ
299900,위지윅스튜디오,KOSDAQ
036090,위지트,KOSDAQ
459100,위츠,KOSDAQ
136540,윈스테크넷,KOSDAQ
097800,윈팩,KOSDAQ
192390,윈하이텍,KOSDAQ
335870,윙스풋,KOSDAQ
900340,윙입푸드,KOSDAQ
036200,유니셈,KOSDAQ
018000,유니슨,KOSDAQ
203450,유니온바이오메트릭스,KOSDAQ
011320,유니크,KOSDAQ
086390,유니테스트,KOSDAQ
241690,유니테크노,KOSDAQ
142210,유니트론텍,KOSDAQ
389680,유디엠텍,KOSDAQ
088340,유라클,KOSDAQ
048430,유라테크,KOSDAQ
206650,유바이오로직스,KOSDAQ
089850,유비벨록스,KOSDAQ
084440,유비온,KOSDAQ
032620,유비케어,KOSDAQ
264450,유비쿼스,KOSDAQ
078070,유비쿼스홀딩스,KOSDAQ
024800,유성티엔에스,KOSDAQ
054930,유신,KOSDAQ
069330,유아이디,KOSDAQ
049520,유아이엘,KOSDAQ
444920,유안타제11호스팩,KOSDAQ
446150,유안타제12호스팩,KOSDAQ
449020,유안타제13호스팩,KOSDAQ
450940,유안타제14호스팩,KOSDAQ
473050,유안타제15호스팩,KOSDAQ
474490,유안타제16호스팩,KOSDAQ
493790,유안타제17호스팩,KOSDAQ
263770,유에스티,KOSDAQ
388720,유일로보틱스,KOSDAQ
340930,유일에너테크,KOSDAQ
023410,유진기업,KOSDAQ
056080,유진로봇,KOSDAQ
468760,유진스팩10호,KOSDAQ
488060,유진스팩11호,KOSDAQ
084370,유진테크,KOSDAQ
240600,유진테크놀로지,KOSDAQ
221800,유투바이오,KOSDAQ
179900,유티아이,KOSDAQ
263050,유틸렉스,KOSDAQ
191410,육일씨엔에쓰,KOSDAQ
372170,윤성에프앤씨,KOSDAQ
146060,율촌,KOSDAQ
072770,율호,KOSDAQ
039020,이건홀딩스,KOSDAQ
067920,이글루,KOSDAQ
044960,이글벳,KOSDAQ
303530,이노뎁,KOSDAQ
296640,이노룰스,KOSDAQ
302430,이노메트리,KOSDAQ
462350,이노스페이스,KOSDAQ
274400,이노시뮬레이션,KOSDAQ
073490,이노와이어리스,KOSDAQ
215790,이노인스트루먼트,KOSDAQ
344860,이노진,KOSDAQ
088390,이녹스,KOSDAQ
272290,이녹스첨단소재,KOSDAQ
053350,이니텍,KOSDAQ
452400,이닉스,KOSDAQ
264850,이랜시스,KOSDAQ
054210,이랜텍,KOSDAQ
009730,이렘,KOSDAQ
065440,이루온,KOSDAQ
424870,이뮨온시아,KOSDAQ
115610,이미지스,KOSDAQ
478110,이베스트스팩6호,KOSDAQ
131400,이브이첨단소재,KOSDAQ
351330,이삭엔지니어링,KOSDAQ
080010,이상네트웍스,KOSDAQ
086890,이수앱지스,KOSDAQ
047560,이스트소프트,KOSDAQ
900110,이스트아시아홀딩스,KOSDAQ
239340,이스트에이드,KOSDAQ
067010,이씨에스,KOSDAQ
456070,이엔셀,KOSDAQ
102710,이엔에프테크놀로지,KOSDAQ
041520,이엘씨,KOSDAQ
063760,이엘피,KOSDAQ
123570,이엠넷,KOSDAQ
083470,이엠앤아이,KOSDAQ
095190,이엠코리아,KOSDAQ
091120,이엠텍,KOSDAQ
039030,이오테크닉스,KOSDAQ
294090,이오플로우,KOSDAQ
088290,이원컴포텍,KOSDAQ
353810,이지바이오,KOSDAQ
099750,이지케어텍,KOSDAQ
377330,이지트로닉스,KOSDAQ
035810,이지홀딩스,KOSDAQ
092130,이크레더블,KOSDAQ
096040,이트론,KOSDAQ
134060,이퓨쳐,KOSDAQ
001840,이화공영,KOSDAQ
024810,이화전기,KOSDAQ
041830,인바디,KOSDAQ
352940,인바이오,KOSDAQ
079950,인베니아,KOSDAQ
389470,인벤티지랩,KOSDAQ
277410,인산가,KOSDAQ
060150,인선이엔티,KOSDAQ
033230,인성정보,KOSDAQ
450520,인스웨이브,KOSDAQ
465480,인스피언,KOSDAQ
037330,인지디스플레,KOSDAQ
100030,인지소프트,KOSDAQ
211050,인카금융서비스,KOSDAQ
083640,인콘,KOSDAQ
064090,인크레더블버즈,KOSDAQ
216050,인크로스,KOSDAQ
049070,인탑스,KOSDAQ
119610,인터로조,KOSDAQ
017250,인터엠,KOSDAQ
051370,인터플렉스,KOSDAQ
064290,인텍플러스,KOSDAQ
189300,인텔리안테크,KOSDAQ
287840,인투셀,KOSDAQ
150840,인트로메딕,KOSDAQ
048530,인트론바이오,KOSDAQ
115310,인포바인,KOSDAQ
039290,인포뱅크,KOSDAQ
071200,인피니트헬스케어,KOSDAQ
101930,인화정공,KOSDAQ
333430,일승,KOSDAQ
068330,일신바이오,KOSDAQ
178780,일월지엠엘,KOSDAQ
019540,일지테크,KOSDAQ
094820,일진파워,KOSDAQ
950140,잉글우드랩,KOSDAQ
049550,잉크테크,KOSDAQ
389020,자람테크놀로지,KOSDAQ
254120,자비스,KOSDAQ
043910,자연과환경,KOSDAQ
234920,자이글,KOSDAQ
289220,자이언트스텝,KOSDAQ
174880,장원테크,KOSDAQ
049630,재영솔루텍,KOSDAQ
417840,저스템,KOSDAQ
110020,전진바이오팜,KOSDAQ
208140,정다운,KOSDAQ
040420,정상제이엘에스,KOSDAQ
045510,정원엔시스,KOSDAQ
217190,제너셈,KOSDAQ
095700,제넥신,KOSDAQ
122310,제노레이,KOSDAQ
361390,제노코,KOSDAQ
225220,제놀루션,KOSDAQ
123330,제닉,KOSDAQ
381620,제닉스,KOSDAQ
159580,제로투세븐,KOSDAQ
147830,제룡산업,KOSDAQ
033100,제룡전기,KOSDAQ
079370,제우스,KOSDAQ
054950,제이브이엠,KOSDAQ
023440,제이스코홀딩스,KOSDAQ
090470,제이스텍,KOSDAQ
137950,제이씨케미칼,KOSDAQ
033320,제이씨현시스템,KOSDAQ
417500,제이아이테크,KOSDAQ
204270,제이앤티씨,KOSDAQ
127120,제이에스링크,KOSDAQ
026040,제이에스티나,KOSDAQ
452160,제이엔비,KOSDAQ
126880,제이엔케이글로벌,KOSDAQ
322510,제이엘케이,KOSDAQ
033050,제이엠아이,KOSDAQ
094970,제이엠티,KOSDAQ
418550,제이오,KOSDAQ
420570,제이투케이바이오,KOSDAQ
089790,제이티,KOSDAQ
052670,제일바이오,KOSDAQ
412540,제일엠앤에스,KOSDAQ
199820,제일일렉트릭,KOSDAQ
038010,제일테크노스,KOSDAQ
080220,제주반도체,KOSDAQ
216080,제테마,KOSDAQ
337930,젝시믹스,KOSDAQ
229000,젠큐릭스,KOSDAQ
082270,젬백스,KOSDAQ
044060,조광ILI,KOSDAQ
034940,조아제약,KOSDAQ
067000,조이시티,KOSDAQ
033340,좋은사람들,KOSDAQ
036930,주성엔지니어링,KOSDAQ
072020,중앙백신,KOSDAQ
000440,중앙에너비스,KOSDAQ
051980,중앙첨단소재,KOSDAQ
228760,지노믹트리,KOSDAQ
314130,지놈앤컴퍼니,KOSDAQ
389030,지니너스,KOSDAQ
263860,지니언스,KOSDAQ
303030,지니틱스,KOSDAQ
036180,지더블유바이텍,KOSDAQ
208350,지란지교시큐리티,KOSDAQ
144510,지씨셀,KOSDAQ
340450,지씨지놈,KOSDAQ
358570,지아이이노베이션,KOSDAQ
382480,지아이텍,KOSDAQ
382800,지앤비에스 에코,KOSDAQ
051160,지어소프트,KOSDAQ
053050,지에스이,KOSDAQ
388610,지에프씨생명과학,KOSDAQ
119850,지엔씨에너지,KOSDAQ
065060,지엔코,KOSDAQ
204840,지엘팜텍,KOSDAQ
311320,지오엘리먼트,KOSDAQ
388050,지투파워,KOSDAQ
018120,진로발효,KOSDAQ
109820,진매트릭스,KOSDAQ
086060,진바이오텍,KOSDAQ
036890,진성티이씨,KOSDAQ
363250,진시스템,KOSDAQ
007370,진양제약,KOSDAQ
285800,진영,KOSDAQ
085660,차바이오텍,KOSDAQ
261780,차백신연구소,KOSDAQ
351870,차이커뮤니케이션,KOSDAQ
094850,참좋은여행,KOSDAQ
004650,창해에탄올,KOSDAQ
278280,천보,KOSDAQ
362320,청담글로벌,KOSDAQ
066360,체리부로,KOSDAQ
047820,초록뱀미디어,KOSDAQ
094360,칩스앤미디어,KOSDAQ
016920,카스,KOSDAQ
284620,카이노스메드,KOSDAQ
293490,카카오게임즈,KOSDAQ
140430,카티스,KOSDAQ
042000,카페24,KOSDAQ
313760,캐리,KOSDAQ
317530,캐리소프트,KOSDAQ
071850,캐스텍코리아,KOSDAQ
198080,캐프,KOSDAQ
210120,캔버스엔,KOSDAQ
050110,캠시스,KOSDAQ
452300,캡스톤파트너스,KOSDAQ
451760,컨텍,KOSDAQ
900310,컬러레이,KOSDAQ
078340,컴투스,KOSDAQ
063080,컴투스홀딩스,KOSDAQ
307930,컴퍼니케이,KOSDAQ
079190,케스피온,KOSDAQ
263700,케어랩스,KOSDAQ
214370,케어젠,KOSDAQ
221980,케이디켐,KOSDAQ
038530,케이바이오,KOSDAQ
192250,케이사인,KOSDAQ
431190,케이쓰리아이,KOSDAQ
115500,케이씨에스,KOSDAQ
089150,케이씨티,KOSDAQ
025880,케이씨피드,KOSDAQ
093320,케이아이엔엑스,KOSDAQ
093640,케이알엠,KOSDAQ
073010,케이에스피,KOSDAQ
105330,케이엔더블유,KOSDAQ
053080,케이엔솔,KOSDAQ
199430,케이엔알시스템,KOSDAQ
432470,케이엔에스,KOSDAQ
272110,케이엔제이,KOSDAQ
039420,케이엘넷,KOSDAQ
083550,케이엠,KOSDAQ
032500,케이엠더블유,KOSDAQ
225430,케이엠제약,KOSDAQ
102370,케이옥션,KOSDAQ
068100,케이웨더,KOSDAQ
106080,케이이엠텍,KOSDAQ
455180,케이지에이,KOSDAQ
036030,케이티알파,KOSDAQ
064820,케이프,KOSDAQ
024880,케이피에프,KOSDAQ
042040,케이피엠테크,KOSDAQ
054410,케이피티유,KOSDAQ
258610,케일럼,KOSDAQ
274090,켄코아에어로스페이스,KOSDAQ
089010,켐트로닉스,KOSDAQ
220260,켐트로스,KOSDAQ
052400,코나아이,KOSDAQ
402030,코난테크놀로지,KOSDAQ
391710,코닉오토메이션,KOSDAQ
046070,코다코,KOSDAQ
047770,코데즈컴바인,KOSDAQ
080530,코디,KOSDAQ
104540,코렌텍,KOSDAQ
027050,코리아나,KOSDAQ
190650,코리아에셋투자증권,KOSDAQ
123410,코리아에프티,KOSDAQ
036690,코맥스,KOSDAQ
049430,코메론,KOSDAQ
183300,코미코,KOSDAQ
041960,코미팜,KOSDAQ
089890,코세스,KOSDAQ
360350,코셈,KOSDAQ
082660,코스나인,KOSDAQ
222040,코스맥스엔비티,KOSDAQ
241710,코스메카코리아,KOSDAQ
355150,코스텍시스,KOSDAQ
166480,코아스템켐온,KOSDAQ
045970,코아시아,KOSDAQ
196450,코아시아씨엠,KOSDAQ
384470,코어라인소프트,KOSDAQ
102940,코오롱생명과학,KOSDAQ
950160,코오롱티슈진,KOSDAQ
033290,코웰패션,KOSDAQ
056360,코위버,KOSDAQ
282880,코윈테크,KOSDAQ
121850,코이즈,KOSDAQ
448710,코츠테크놀로지,KOSDAQ
126730,코칩,KOSDAQ
015710,코콤,KOSDAQ
052330,코텍,KOSDAQ
322780,코퍼스코리아,KOSDAQ
200130,콜마비앤에이치,KOSDAQ
294570,쿠콘,KOSDAQ
317690,퀀타매트릭스,KOSDAQ
227100,퀀텀온,KOSDAQ
432720,퀄리타스반도체,KOSDAQ
365270,큐라클,KOSDAQ
348080,큐라티스,KOSDAQ
060280,큐렉소,KOSDAQ
372320,큐로셀,KOSDAQ
051780,큐로홀딩스,KOSDAQ
115180,큐리언트,KOSDAQ
445680,큐리옥스바이오시스템즈,KOSDAQ
182360,큐브엔터,KOSDAQ
405100,큐알티,KOSDAQ
066310,큐에스아이,KOSDAQ
016600,큐캐피탈,KOSDAQ
355390,크라우드웍스,KOSDAQ
096240,크레버스,KOSDAQ
040350,크레오에스지,KOSDAQ
110790,크리스에프앤씨,KOSDAQ
900250,크리스탈신소재,KOSDAQ
045520,크린앤사이언스,KOSDAQ
214150,클래시스,KOSDAQ
466100,클로봇,KOSDAQ
237880,클리오,KOSDAQ
139670,키네마스터,KOSDAQ
475430,키스트론,KOSDAQ
487720,키움제10호스팩,KOSDAQ
489480,키움제11호스팩,KOSDAQ
446840,키움제8호스팩,KOSDAQ
054780,키이스트,KOSDAQ
256940,킵스파마,KOSDAQ
219130,타이거일렉,KOSDAQ
336680,탑런토탈솔루션,KOSDAQ
360070,탑머티리얼,KOSDAQ
065130,탑엔지니어링,KOSDAQ
134580,탑코미디어,KOSDAQ
023160,태광,KOSDAQ
323280,태성,KOSDAQ
053620,태양,KOSDAQ
044490,태웅,KOSDAQ
124560,태웅로직스,KOSDAQ
191420,테고사이언스,KOSDAQ
073640,테라사이언스,KOSDAQ
066700,테라젠이텍스,KOSDAQ
095610,테스,KOSDAQ
064520,테크엘,KOSDAQ
089030,테크윙,KOSDAQ
054450,텔레칩스,KOSDAQ
200230,텔콘RF제약,KOSDAQ
393210,토마토시스템,KOSDAQ
475960,토모큐브,KOSDAQ
215480,토박스코리아,KOSDAQ
051360,토비스,KOSDAQ
045340,토탈소프트,KOSDAQ
108230,톱텍,KOSDAQ
079970,투비소프트,KOSDAQ
199800,툴젠,KOSDAQ
417790,트루엔,KOSDAQ
290090,트윔,KOSDAQ
026150,특수건설,KOSDAQ
464280,티디에스팜,KOSDAQ
117730,티로보틱스,KOSDAQ
033830,티비씨,KOSDAQ
057680,티사이언티픽,KOSDAQ
204610,티쓰리,KOSDAQ
125020,티씨머티리얼즈,KOSDAQ
064760,티씨케이,KOSDAQ
246710,티앤알바이오팹,KOSDAQ
340570,티앤엘,KOSDAQ
043220,티에스넥스젠,KOSDAQ
277880,티에스아이,KOSDAQ
131290,티에스이,KOSDAQ
425420,티에프이,KOSDAQ
484810,티엑스알로보틱스,KOSDAQ
131100,티엔엔터테인먼트,KOSDAQ
356860,티엘비,KOSDAQ
321550,티움바이오,KOSDAQ
425040,티이엠씨,KOSDAQ
241790,티이엠씨씨엔에스,KOSDAQ
022220,티케이지애강,KOSDAQ
104480,티케이케미칼,KOSDAQ
081150,티플랙스,KOSDAQ
130740,티피씨글로벌,KOSDAQ
084730,팅크웨어,KOSDAQ
440110,파두,KOSDAQ
033540,파라텍,KOSDAQ
388870,파로스아이바이오,KOSDAQ
043200,파루,KOSDAQ
214450,파마리서치,KOSDAQ
208340,파멥신,KOSDAQ
177830,파버나인,KOSDAQ
037070,파세코,KOSDAQ
